iteration;state_coverage;state_entropy;reward_mean;reward_std;model_tv_mean;model_tv_max
0;0.21893491124260356;0.5398124438075483;0.003493870981927073;0.045902814222650724;0.0;0.0
1;0.22041420118343194;0.5401915891316148;0.00352193227230347;0.046105673020774826;0.0;0.0
2;0.22041420118343194;0.5405689395175567;0.0035501052011711128;0.04630855005150448;0.0;0.0
3;0.22041420118343194;0.5409483288182593;0.003578678977659085;0.046513515727377774;0.0;0.0
4;0.22041420118343194;0.5413267867348698;0.0036074337578304696;0.04671897804620467;0.0;0.0
5;0.22041420118343194;0.5417062661832254;0.0036365208744420898;0.046926006327690506;0.0;0.0
6;0.22041420118343194;0.5420847529096015;0.003665788805259778;0.047133510227080004;0.0;0.0
7;0.22041420118343194;0.5424627801053543;0.0036952802098857;0.04734178495556021;0.0;0.0
8;0.22041420118343194;0.542841538705821;0.003725091235738261;0.04755149665931132;0.0;0.0
9;0.22041420118343194;0.5432197720881805;0.0037551261947828944;0.04776195943838868;0.0;0.0
10;0.22041420118343194;0.5435987003070354;0.003785485209528444;0.04797386207338125;0.0;0.0
11;0.22041420118343194;0.543977405032648;0.003816098319083509;0.04818670233156171;0.0;0.0
12;0.22041420118343194;0.5443556983762647;0.0038469528100383236;0.0484003814264168;0.0;0.0
13;0.22041420118343194;0.5447318929736215;0.0038779115047953166;0.04861394515130062;0.0;0.0
14;0.22041420118343194;0.5451106720399195;0.003909363593782309;0.0488300639806439;0.0;0.0
15;0.22041420118343194;0.5454877659616013;0.003940958842564369;0.04904631556976844;0.0;0.0
16;0.22041420118343194;0.5458649108896737;0.003972844225857988;0.04926369847651445;0.0;0.0
17;0.22041420118343194;0.5462412078910689;0.004004946226235394;0.04948170122548912;0.0;0.0
18;0.22041420118343194;0.5466179372264469;0.004037377032892128;0.049701074010922205;0.0;0.0
19;0.22041420118343194;0.5469945261510942;0.00407009118657798;0.04992149512148455;0.0;0.0
20;0.22041420118343194;0.5473705579269996;0.004103055223748266;0.05014272815395432;0.0;0.0
21;0.22041420118343194;0.5477469366485821;0.004136351773084898;0.05036531491118096;0.0;0.0
22;0.22041420118343194;0.5481216990267332;0.004169809284951157;0.050588099467792046;0.0;0.0
23;0.22041420118343194;0.5484963164572028;0.004203560690869912;0.05081195949983669;0.0;0.0
24;0.21893491124260356;0.5488710402307723;0.004237632357493583;0.05103705627934112;0.0;0.0
25;0.21893491124260356;0.5492453618461315;0.004271981517283332;0.051263094430146025;0.0;0.0
26;0.21893491124260356;0.5496193013645115;0.004306612920298984;0.05149009399726363;0.0;0.0
27;0.21893491124260356;0.5499919951314705;0.0043414484509412665;0.05171753469838997;0.0;0.0
28;0.21893491124260356;0.5503660810865254;0.0043767388918079094;0.05194703910710698;0.0;0.0
29;0.21893491124260356;0.5507397702822393;0.004412320877102074;0.05217752679683968;0.0;0.0
30;0.21893491124260356;0.5511114285496683;0.0044480397452009894;0.05240799026629051;0.0;0.0
31;0.21893491124260356;0.551482598030095;0.0044840445405157645;0.05263938582270176;0.0;0.0
32;0.21893491124260356;0.5518525844490181;0.004520269900682582;0.05287128493916011;0.0;0.0
33;0.21893491124260356;0.5522230099461527;0.004556877946595143;0.05310471345648558;0.0;0.0
34;0.21893491124260356;0.5525920251655767;0.004593688938411404;0.05333851406936079;0.0;0.0
35;0.21893491124260356;0.5529618160870156;0.0046309245055168105;0.05357408180199105;0.0;0.0
36;0.21893491124260356;0.5533321453417964;0.0046685671511372175;0.05381128583447015;0.0;0.0
37;0.21893491124260356;0.5537012174117767;0.004706437963459332;0.05404898612879589;0.0;0.0
38;0.21893491124260356;0.5540668499537503;0.004744310864387516;0.05428576619219363;0.0;0.0
39;0.21893491124260356;0.5544347211454467;0.004782776987524413;0.054525310876037215;0.0;0.0
40;0.21893491124260356;0.5548023368058764;0.004821583281240926;0.05476602109391711;0.0;0.0
41;0.21893491124260356;0.5551697024795786;0.004860734499586338;0.05500791241954082;0.0;0.0
42;0.21893491124260356;0.5555357304949232;0.0049001173113473705;0.055250274849363616;0.0;0.0
43;0.21893491124260356;0.555901387787709;0.004939838203200734;0.05549375428340551;0.0;0.0
44;0.21893491124260356;0.5562655779571356;0.004979780352263493;0.055737625682837015;0.0;0.0
45;0.21893491124260356;0.5566279231780171;0.005019902303605326;0.05598163280944643;0.0;0.0
46;0.21893491124260356;0.5569905813572867;0.005060445827362857;0.056227235783569536;0.0;0.0
47;0.21893491124260356;0.5573529096894869;0.005101344381484359;0.05647401512416337;0.0;0.0
48;0.21893491124260356;0.5577139684226512;0.005142494722238674;0.056721337686888515;0.0;0.0
49;0.21893491124260356;0.5580736667643348;0.0051838876779758455;0.05696914227554073;0.0;0.0
50;0.21893491124260356;0.55843273702745;0.005225609789234274;0.057217938266891075;0.0;0.0
51;0.21893491124260356;0.5587934397717953;0.005267931122903311;0.05746931499766184;0.0;0.0
52;0.21893491124260356;0.5591528015568009;0.0053105091204576635;0.05772121935665856;0.0;0.0
53;0.21893491124260356;0.5595108742448996;0.005353351290367781;0.057973689263822376;0.0;0.0
54;0.21893491124260356;0.5598688222430515;0.005396600485585068;0.05822755491843622;0.0;0.0
55;0.21893491124260356;0.5602256370873141;0.005440138730087063;0.05848211144528973;0.0;0.0
56;0.21893491124260356;0.5605820672061834;0.005484060833331011;0.05873790174451142;0.0;0.0
57;0.21893491124260356;0.5609358740772885;0.005528091754757396;0.05899331893101008;0.0;0.0
58;0.21893491124260356;0.5612894296575573;0.005572527764767057;0.05925007588080253;0.0;0.0
59;0.21893491124260356;0.5616413043414954;0.005617192026224569;0.05950714105944671;0.0;0.0
60;0.21893491124260356;0.5619944450778781;0.005662464400962692;0.05976668428824132;0.0;0.0
61;0.21893491124260356;0.5623450642421292;0.005707863589121299;0.06002593339269809;0.0;0.0
62;0.21893491124260356;0.56269657901666;0.0057538357371729205;0.06028742451194516;0.0;0.0
63;0.21893491124260356;0.563046222084523;0.0058000239287667316;0.060549113055466945;0.0;0.0
64;0.21893491124260356;0.5633965879574823;0.005846775700681539;0.06081295412146491;0.0;0.0
65;0.21893491124260356;0.5637454488404461;0.005893799401537879;0.06107728611742317;0.0;0.0
66;0.21893491124260356;0.5640937949800664;0.005941231727971061;0.061342867096283886;0.0;0.0
67;0.21893491124260356;0.5644409013529614;0.005988977783430256;0.06160915409927751;0.0;0.0
68;0.21893491124260356;0.5647858956153666;0.006036918108030867;0.06187547643312183;0.0;0.0
69;0.21893491124260356;0.5651300420343823;0.00608522988729314;0.062142812161985805;0.0;0.0
70;0.21893491124260356;0.5654737746894373;0.006133979010261472;0.062411511818959375;0.0;0.0
71;0.21893491124260356;0.5658148887468635;0.006182854070675332;0.06267985297692602;0.0;0.0
72;0.21893491124260356;0.5661599142939562;0.006232801681307818;0.06295300652608615;0.0;0.0
73;0.22041420118343194;0.5665004108317905;0.006282606792938588;0.06322431006027011;0.0;0.0
74;0.22041420118343194;0.5668374379392775;0.006332414620835471;0.06349457152981468;0.0;0.0
75;0.22041420118343194;0.5671737504180001;0.006382631090895178;0.06376599273866942;0.0;0.0
76;0.22041420118343194;0.5675112664711739;0.006433552255285607;0.06404015097566887;0.0;0.0
77;0.22041420118343194;0.5678462913067623;0.006484626322313952;0.06431406074783891;0.0;0.0
78;0.22041420118343194;0.5681792099778251;0.006535909872830056;0.06458802651666422;0.0;0.0
79;0.22041420118343194;0.5685111427930474;0.006587576951397261;0.06486297191310232;0.0;0.0
80;0.22041420118343194;0.5688415817303796;0.006639551464819649;0.06513848290587497;0.0;0.0
81;0.22189349112426035;0.5691719654237665;0.006692065070823815;0.06541577372036506;0.0;0.0
82;0.22189349112426035;0.5695027741893546;0.006745204465080134;0.06569527873586163;0.0;0.0
83;0.22189349112426035;0.5698314968127188;0.006798571654760659;0.06597489089876074;0.0;0.0
84;0.22189349112426035;0.5701567162921176;0.006851972112315951;0.06625359164737785;0.0;0.0
85;0.22189349112426035;0.5704815725644229;0.0069058818238735805;0.0665338650045933;0.0;0.0
86;0.22189349112426035;0.5708055151076891;0.00696021607102841;0.0668152547978063;0.0;0.0
87;0.22189349112426035;0.5711281171694017;0.0070149074458776065;0.06709740092975171;0.0;0.0
88;0.22189349112426035;0.5714485008849898;0.007069807813261135;0.06737953473996484;0.0;0.0
89;0.22189349112426035;0.5717682082129801;0.0071251839636051455;0.06766301938206598;0.0;0.0
90;0.22189349112426035;0.5720862296506454;0.007180865138114318;0.06794697005820943;0.0;0.0
91;0.22189349112426035;0.5723953810026075;0.007235574409439219;0.06822490659536108;0.0;0.0
92;0.22189349112426035;0.572710922645865;0.007292016127327262;0.06851055787748804;0.0;0.0
93;0.22189349112426035;0.5730246381632508;0.007348744751224229;0.06879656179257021;0.0;0.0
94;0.22189349112426035;0.5733377611628693;0.007405987666003701;0.0690840539719883;0.0;0.0
95;0.22189349112426035;0.5736500633945171;0.00746371059387496;0.0693728460506584;0.0;0.0
96;0.22189349112426035;0.5739597576917629;0.007521584666890358;0.069661287053838;0.0;0.0
97;0.22189349112426035;0.5742734167727819;0.007580854692021792;0.06995554926739032;0.0;0.0
98;0.22189349112426035;0.5745802810148468;0.0076394910223170995;0.07024554681147824;0.0;0.0
99;0.22189349112426035;0.5748860040463905;0.007698561340316358;0.0705365785355311;0.0;0.0
100;0.22189349112426035;0.5751880916703002;0.007757580986846899;0.07082625822016918;0.0;0.0
101;0.22189349112426035;0.5754903975754418;0.007817304573506727;0.07111828379563127;0.0;0.0
102;0.22189349112426035;0.5757911191268366;0.007877384487364376;0.07141093845811268;0.0;0.0
103;0.22189349112426035;0.5760913171272494;0.007938038955160648;0.07170527186784284;0.0;0.0
104;0.22189349112426035;0.57638735224701;0.007998530204260794;0.07199770495408027;0.0;0.0
105;0.22189349112426035;0.5766810190733873;0.008059216067943558;0.07228997904343347;0.0;0.0
106;0.22189349112426035;0.5769739767332248;0.008120442446558233;0.0725837523063947;0.0;0.0
107;0.22189349112426035;0.5772654283092145;0.008182048965244146;0.07287824256993601;0.0;0.0
108;0.22189349112426035;0.5775569716553263;0.008244382686476716;0.07317509131669608;0.0;0.0
109;0.22189349112426035;0.5778441199727289;0.008306483145722188;0.07346972356642141;0.0;0.0
110;0.22189349112426035;0.5781306430906195;0.008369161854829953;0.0737659925323482;0.0;0.0
111;0.22189349112426035;0.578415002434367;0.008432086748201456;0.07406231892716604;0.0;0.0
112;0.22189349112426035;0.5786987779147701;0.0084956122863734;0.07436036184166551;0.0;0.0
113;0.22189349112426035;0.5789795286947167;0.008559193628811341;0.0746575599620805;0.0;0.0
114;0.22189349112426035;0.5792589482500005;0.008623212990131995;0.0749556991107658;0.0;0.0
115;0.22189349112426035;0.5795379686356542;0.008687893159534821;0.07525580044350809;0.0;0.0
116;0.22189349112426035;0.5798157915015758;0.008753059140645727;0.07555703455111583;0.0;0.0
117;0.22189349112426035;0.580091638513965;0.008818532168537162;0.07585856687186147;0.0;0.0
118;0.22189349112426035;0.5803650135744778;0.00888419299556594;0.07615984771453135;0.0;0.0
119;0.22189349112426035;0.5806373551703834;0.008950389681602913;0.07646246785205905;0.0;0.0
120;0.22189349112426035;0.5809062039776445;0.009016525323137712;0.07676370161790999;0.0;0.0
121;0.22189349112426035;0.5811738937288896;0.009083169451374256;0.07706614079738927;0.0;0.0
122;0.22189349112426035;0.5814389334895984;0.009149952127170041;0.07736810231394517;0.0;0.0
123;0.22189349112426035;0.581702767000144;0.009217238253497195;0.07767123205405084;0.0;0.0
124;0.22189349112426035;0.5819647568368863;0.009284870148571201;0.07797481054302705;0.0;0.0
125;0.22189349112426035;0.5822242199996898;0.00935267027514987;0.07827804006450816;0.0;0.0
126;0.22189349112426035;0.5824836744205925;0.009421304253919845;0.07858388490794718;0.0;0.0
127;0.22189349112426035;0.5827388688855469;0.009489646774694818;0.07888732906176785;0.0;0.0
128;0.22189349112426035;0.5829939428910449;0.009558805276719106;0.07919328871326545;0.0;0.0
129;0.22189349112426035;0.5832473465530947;0.009628371399060452;0.07949993959599375;0.0;0.0
130;0.22189349112426035;0.5834981503212414;0.009698089422219551;0.07980615283124218;0.0;0.0
131;0.22189349112426035;0.5837472510483079;0.009768377426061308;0.0801137774614895;0.0;0.0
132;0.22189349112426035;0.5839905528106745;0.00983790051562627;0.08041696898125422;0.0;0.0
133;0.22189349112426035;0.5842347509678383;0.009908567915340677;0.08072405615066966;0.0;0.0
134;0.22189349112426035;0.5844775244480582;0.00997972798066622;0.08103218057044596;0.0;0.0
135;0.22189349112426035;0.5847177326413135;0.010051047558394904;0.08133989602342101;0.0;0.0
136;0.22189349112426035;0.5849564907523022;0.010122858893669578;0.08164863244542148;0.0;0.0
137;0.22189349112426035;0.5851912973688528;0.010194402560951209;0.08195513103669703;0.0;0.0
138;0.22189349112426035;0.5854271377742232;0.010267205312335105;0.08226592129184582;0.0;0.0
139;0.22189349112426035;0.585658711846297;0.010339636879592853;0.0825740348401561;0.0;0.0
140;0.22189349112426035;0.5858898572907567;0.010412894842445543;0.08288456707422664;0.0;0.0
141;0.22189349112426035;0.5861177452619158;0.010486085987678785;0.08319372593737515;0.0;0.0
142;0.22189349112426035;0.586344158354126;0.010559779682424568;0.08350391791317593;0.0;0.0
143;0.22189349112426035;0.5865674307295264;0.010633431132752016;0.08381285072453105;0.0;0.0
144;0.22189349112426035;0.5867895005022844;0.010707678928480771;0.08412320180222721;0.0;0.0
145;0.22041420118343194;0.5870084154548643;0.010781869376419707;0.08443223789493504;0.0;0.0
146;0.22041420118343194;0.5872266140898881;0.010856831417558102;0.08474340732417944;0.0;0.0
147;0.22041420118343194;0.5874430580083543;0.010932220808508768;0.08505526611839957;0.0;0.0
148;0.22041420118343194;0.5876553317042126;0.011007184082667924;0.08536429456955245;0.0;0.0
149;0.22041420118343194;0.5878670114055159;0.011082980382683788;0.08567568545551722;0.0;0.0
150;0.22041420118343194;0.5880749296713509;0.011158474456334439;0.08598477422882102;0.0;0.0
151;0.22041420118343194;0.5882786148621882;0.011233466193506209;0.08629076882599461;0.0;0.0
152;0.22041420118343194;0.5884816976231434;0.011309287125276176;0.08659910588625831;0.0;0.0
153;0.22041420118343194;0.5886842332307229;0.011385981675017826;0.08690994120399585;0.0;0.0
154;0.22041420118343194;0.5888844506867504;0.011462890060779999;0.08722058868353709;0.0;0.0
155;0.22041420118343194;0.5890845094955578;0.011540856620932995;0.0875344430510195;0.0;0.0
156;0.22041420118343194;0.5892812262937682;0.01161864722071746;0.08784652864247762;0.0;0.0
157;0.22041420118343194;0.5894731094075044;0.011695638017966234;0.08815437271116941;0.0;0.0
158;0.22041420118343194;0.5896713604688905;0.011776375746080401;0.08847610579119083;0.0;0.0
159;0.22041420118343194;0.5898608190736722;0.011854703151185279;0.08878717507351329;0.0;0.0
160;0.22041420118343194;0.5900469509673669;0.011932807468620289;0.08909633010815494;0.0;0.0
161;0.22041420118343194;0.5902326615133859;0.01201191240755033;0.08940840923871529;0.0;0.0
162;0.22041420118343194;0.590412846774574;0.012089826945820715;0.0897147820139063;0.0;0.0
